id,product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,img_link,product_link,tags
28,194933351.0,"Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹299,₹399,25%,4.0,"2,766",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41GeM83DzzL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Unbreakable-Charging-Braided-Multipurpose/dp/B094JNXNPV/ref=sr_1_31?qid=1672909125&s=electronics&sr=1-31,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
29,192537979.0,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹970,"₹1,999",51%,4.4,184,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/4177nw8okbL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Duracell-Lightning-Certified-Braided-Charging/dp/B09W5XR9RT/ref=sr_1_32?qid=1672909125&s=electronics&sr=1-32,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
30,177565783.0,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹299,₹999,70%,4.3,"20,850",https://m.media-amazon.com/images/I/41jk4zYjTsL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/A400-Type-C-Cable-Meter-Black/dp/B077Z65HSD/ref=sr_1_33?qid=1672909125&s=electronics&sr=1-33,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
31,13711544.0,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹750,73%,4.5,"74,976",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41Fqm0bR7PL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-Extension-Cable-Male-Female/dp/B00NH11PEY/ref=sr_1_34?qid=1672909125&s=electronics&sr=1-34,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
32,19222316.0,"Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 480Mbps Data Transfer for Smartphones, Tablet, Laptops & other type c devices (ABLC10, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹179,₹499,64%,4.0,"1,934",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41cCZ5EPnvL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Charging-Unbreakable-Braided-Connector/dp/B09CMM3VGK/ref=sr_1_35?qid=1672909125&s=electronics&sr=1-35,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
33,186821348.0,"Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31S M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (2M, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹389,"₹1,099",65%,4.3,974,https://m.media-amazon.com/images/I/419QKVTxaSL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Charging-Braided-Charger-Samsung-Galaxy/dp/B08QSC1XY8/ref=sr_1_36?qid=1672909125&s=electronics&sr=1-36,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
34,18525686.0,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹599,₹599,0%,4.3,355,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/11ICusapw3L._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Samsung-Original-Type-Cable-Meter/dp/B008FWZGSG/ref=sr_1_37?qid=1672909125&s=electronics&sr=1-37,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
35,114793514.0,"pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1 Meter Long Cable for Type-C Smartphones, Tablets & Laptops (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹999,80%,3.9,"1,075",https://m.media-amazon.com/images/I/41wN7jooz0L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/pTron-3-5Amps-Charging-480Mbps-Smartphones/dp/B0B4HJNPV4/ref=sr_1_38?qid=1672909125&s=electronics&sr=1-38,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
36,184189115.0,"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong & Durable 1.5-Meter Nylon Braided USB Cable for Micro USB Devices - (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹99,₹666.66,85%,3.9,"24,871",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31ew3okQR2L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Solero-MB301-Charging-480Mbps-1-5-Meter/dp/B08Y1SJVV5/ref=sr_1_39?qid=1672909125&s=electronics&sr=1-39,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
37,173125883.0,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹899,"₹1,900",53%,4.4,"13,552",https://m.media-amazon.com/images/I/3183iGEWksL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-Apple-Certified-Lightning-Charging/dp/B07XLCFSSN/ref=sr_1_40?qid=1672909125&s=electronics&sr=1-40,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
38,197581369.0,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cable Compatible with One Plus 8T/ 9/ 9R/ 9 pro/ 9RT/ 10R/ Nord & for All Type C Devices – Red, 1 Meter",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹999,80%,4.0,576,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41P2EdQI1ZL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Sounce-Type-C-Compatible-Smartphone-Charging/dp/B09RZS1NQT/ref=sr_1_41?qid=1672909125&s=electronics&sr=1-41,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
39,113224742.0,OnePlus 126 cm (50 inches) Y Series 4K Ultra HD Smart Android LED TV 50Y1S Pro (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹32,999","₹45,999",28%,4.2,"7,298",https://m.media-amazon.com/images/I/51hQfTroMzL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/OnePlus-50-inches-Android-Pro/dp/B0B3MMYHYW/ref=sr_1_42?qid=1672909125&s=electronics&sr=1-42,"electronics, hometheater,tv&video, televisions, smarttelevisions"
40,192672618.0,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹970,"₹1,999",51%,4.2,462,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41v5BQZzfAL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/DURACELL-Type-C-braided-Charge-Cable/dp/B09C6HWG18/ref=sr_1_43?qid=1672909125&s=electronics&sr=1-43,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
41,137118.0,"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Meters), Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹209,₹695,70%,4.5,"1,07,687",https://m.media-amazon.com/images/I/4101vlzySzL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-USB-2-0-Cable-Male/dp/B00NH11KIK/ref=sr_1_44?qid=1672909125&s=electronics&sr=1-44,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
42,199528262.0,Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹19,999","₹34,999",43%,4.3,"27,151",https://m.media-amazon.com/images/I/41nsy8kxWUL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/inches-Full-Android-L43M6-INC-Black/dp/B09JPC82QC/ref=sr_1_45?qid=1672909125&s=electronics&sr=1-45,"electronics, hometheater,tv&video, televisions, smarttelevisions"
43,179214631.0,"Wayona Nylon Braided 3A Lightning to USB A Syncing and Fast Charging Data Cable for iPhone, Ipad (3 FT Pack of 1, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹399,"₹1,099",64%,4.2,"24,269",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41rB0DnVFmL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-Braided-WN3LB1-Syncing-Charging/dp/B07JW1Y6XV/ref=sr_1_46?qid=1672909125&s=electronics&sr=1-46,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
44,17722615.0,"TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapter for PC Desktop Laptop, Mini Travel Size, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.9-10.15",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,₹999,"₹1,599",38%,4.3,"12,093",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31EHCPHbSlL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/TP-Link-Archer-T2U-Nano-Wireless/dp/B07KRCW6LZ/ref=sr_1_47?qid=1672909125&s=electronics&sr=1-47,"computers&accessories, networkingdevices, networkadapters, wirelessusbadapters"
45,193938125.0,"FLiX (Beetel USB to Micro USB PVC Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Solid Cable, 1 Meter Long USB Cable for Micro USB Devices (White)(XCD-M11)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹59,₹199,70%,4.0,"9,378",https://m.media-amazon.com/images/I/31v7NnnAItL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/FLiX-Charging-480Mbps-Devices-XCD-M11/dp/B09NJN8L25/ref=sr_1_48?qid=1672909125&s=electronics&sr=1-48,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
